,provider_key,carrier,name,key,parent_key,order,data_n,sms_n,voice_n,capacity,price,phone_base,down_speed,up_speed,voice_price,sms_d,sms_i,carry_over,admin_fee,add_sim,payment_type,SIM発行料,最低利用期間,penalty,start_at,end_at,visible
,,,,voice-3,voice-1,,0,0,1,3,1490,,,,20円/30秒,3円～/通,,,3000,,,,,,,,TRUE
,,,,voice-5,voice-1,,0,0,1,5,1920,,,,20円/30秒,3円～/通,,,3000,,,,,,,,TRUE
,,,,voice-10,voice-1,,0,0,1,10,2800,,,,20円/30秒,3円～/通,,,3000,,,,,,,,TRUE
,,,,voice-15,voice-1,,0,0,1,15,4300,,,,20円/30秒,3円～/通,,,3000,,,,,,,,TRUE
,,,,voice-20,voice-1,,0,0,1,20,5550,,,,20円/30秒,3円～/通,,,3000,,,,,,,,TRUE
,,,,voice-free,voice-1,,0,0,1,,2900,,,,20円/30秒,3円～/通,,,3000,,,,,,,,TRUE
,ocn,docomo,データ通信専用SIMカード 110MB/日コース,data-110MBd,,,1,0,0,3.3,900,,,,,,,,3000,,,,,,,,TRUE
,,,データ通信専用SIMカード 170MB/日コース,data-170MBd,data-110MBd,,1,0,0,5.1,1380,,,,,,,,,,,,,,,,TRUE
,,,データ通信専用SIMカード 3GB/月コース,data-3GBm,data-110MBd,,1,0,0,3,1100,,,,,,,,,,,,,,,,TRUE
,,,データ通信専用SIMカード 6GB/月コース,data-6GBm,data-110MBd,,1,0,0,6,1450,,,,,,,,,,,,,,,,TRUE
,,,データ通信専用SIMカード 10GB/月コース,data-10GBm,data-110MBd,,1,0,0,10,2300,,,,,,,,,,,,,,,,TRUE
,,,データ通信専用SIMカード 20GB/月コース,data-20GBm,data-110MBd,,1,0,0,20,4150,,,,,,,,,,,,,,,,TRUE
,,,データ通信専用SIMカード 30GB/月コース,data-30GBm,data-110MBd,,1,0,0,30,6050,,,,,,,,,,,,,,,,TRUE
,,,データ通信専用SIMカード 500kbpsコース,data-500kbps,data-110MBd,,1,0,0,15,1800,,,,,,,,,,,,,,,,TRUE
,,,SMS対応SIMカード 110MB/日コース,sms-110MBd,,,0,1,0,3.3,1020,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,SMS対応SIMカード 170MB/日コース,sms-170MBd,sms-110MBd,,0,1,0,5.1,1500,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,SMS対応SIMカード  3GB/月コース,sms-3GBm,sms-110MBd,,0,1,0,3,1220,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,SMS対応SIMカード 6GB/月コース,sms-6GBm,sms-110MBd,,0,1,0,6,1570,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,SMS対応SIMカード 10GB/月コース,sms-10GBm,sms-110MBd,,0,1,0,10,2420,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,SMS対応SIMカード 20GB/月コース,sms-20GBm,sms-110MBd,,0,1,0,20,4270,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,SMS対応SIMカード 30GB/月コース,sms-30GBm,sms-110MBd,,0,1,0,30,6170,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,SMS対応SIMカード 500kbpsコース,sms-500kbps,sms-110MBd,,0,1,0,15,1920,,,,,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 110MB/日コース,voice-110MBd,,,0,0,1,3.3,1050,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 170MB/日コース,voice-170MBd,voice-110MBd,,0,0,1,5.1,1530,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 3GB/月コース,voice-3GBm,voice-110MBd,,0,0,1,3,1250,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 6GB/月コース,voice-6GBm,voice-110MBd,,0,0,1,6,1600,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 10GB/月コース,voice-10GBm,voice-110MBd,,0,0,1,10,2450,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 20GB/月コース,voice-20GBm,voice-110MBd,,0,0,1,20,4300,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 30GB/月コース,voice-30GBm,voice-110MBd,,0,0,1,30,6200,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,,,050 plusつきSIMカード 500kbpsコース,voice-500kbps,voice-110MBd,,0,0,1,15,1950,,,,固定電話へ8円/3分、携帯電話へ16円/1分、050 plus（050番号）同士無料,月内5通目まで0円、月内6通目以降3円,,,,,,,,,,,TRUE
,tnc,,ゼロプラン,zero-data,,,1,0,0,,660,,最大200kbps,,,,,,,,,,,,,,FALSE
,,,ミルプラン,mil-data,zero-data,,1,0,0,3,880,,最大225Mbps,最大50Mbps,,,,,,,,,,,,,FALSE
,,,モアプラン,more-data,zero-data,,1,0,0,5,1440,,最大225Mbps,最大50Mbps,,,,,,,,,,,,,FALSE
,,,ハイプラン,high-data,zero-data,,1,0,0,7,2340,,最大225Mbps,最大50Mbps,,,,,,,,,,,,,FALSE
,,,ゼロプラン（SMSつき）,zero-sms,,,0,1,0,,800,,最大200kbps,,,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,,,ミルプラン（SMSつき）,mil-sms,zero-sms,,0,1,0,3,1020,,最大225Mbps,最大50Mbps,,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,,,モアプラン（SMSつき）,more-sms,zero-sms,,0,1,0,5,1580,,最大225Mbps,最大50Mbps,,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,,,ハイプラン（SMSつき）,high-sms,zero-sms,,0,1,0,7,2480,,最大225Mbps,最大50Mbps,,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,,,ゼロプラン（音声通話つき）,zero-voice,,,0,0,1,,1360,,最大200kbps,,20円/30秒,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,,,ミルプラン（音声通話つき）,mil-voice,zero-voice,,0,0,1,3,1580,,最大225Mbps,最大50Mbps,20円/30秒,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,,,モアプラン（音声通話つき）,more-voice,zero-voice,,0,0,1,5,2140,,最大225Mbps,最大50Mbps,20円/30秒,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,,,ハイプラン（音声通話つき）,high-voice,zero-voice,,0,0,1,7,3040,,最大225Mbps,最大50Mbps,20円/30秒,3円～30円(税抜)/通,,,,,,,,,,,FALSE
,nifmo,docomo,データ通信専用SIMカード,data-3,,,1,0,0,3,900,,最大375Mbps ,最大50Mbps,,,,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,,data-7,data-3,,1,0,0,7,1600,,最大375Mbps ,最大50Mbps,,,,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,,data-13,data-3,,1,0,0,13,2800,,最大375Mbps ,最大50Mbps,,,,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,SMS対応SIMカード,sms-3,,,0,1,0,3,1050,,最大375Mbps ,最大50Mbps,,3円～30円/通,50円～500円/通（不課税）,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,,sms-7,sms-3,,0,1,0,7,1750,,最大375Mbps ,最大50Mbps,,3円～30円/通,50円～500円/通（不課税）,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,,sms-13,sms-3,,0,1,0,13,2950,,最大375Mbps ,最大50Mbps,,3円～30円/通,50円～500円/通（不課税）,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,音声通話対応SIMカード,voice-3,,,0,0,1,3,1600,,最大375Mbps ,最大50Mbps,20円/30秒,3円～30円/通,50円～500円/通（不課税）,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,,voice-7,voice-3,,0,0,1,7,2300,,最大375Mbps ,最大50Mbps,20円/30秒,3円～30円/通,50円～500円/通（不課税）,TRUE,登録手数料|3000,,,,,,,,TRUE
,,,,voice-13,voice-3,,0,0,1,13,3500,,最大375Mbps ,最大50Mbps,20円/30秒,3円～30円/通,50円～500円/通（不課税）,TRUE,登録手数料|3000,,,,,,,,TRUE
,iijmio,docomo,タイプD ミニマムスタートプラン（データ専用SIM）,d-minimum-data,,,2,0,0,3,900,,最大375Mbps ,最大50Mbps,,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ライトスタートプラン（データ専用SIM）,d-light-data,d-minimum-data,,2,0,0,6,1520,,最大375Mbps ,最大50Mbps,,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ファミリーシェアプラン（データ専用SIM）,d-family-data,d-minimum-data,,10,0,0,10,2560,,最大375Mbps ,最大50Mbps,,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ミニマムスタートプラン（SMS機能付きSIM）,d-minimum-sms,,,0,2,0,3,1040,,最大375Mbps ,最大50Mbps,,3～30円/回,50～500円/回（非課税）,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ライトスタートプラン（SMS機能付きSIM）,d-light-sms,d-minimum-sms,,0,2,0,6,1660,,最大375Mbps ,最大50Mbps,,3～30円/回,50～500円/回（非課税）,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ファミリーシェアプラン（SMS機能付きSIM）,d-family-sms,d-minimum-sms,,0,10,0,10,2700,,最大375Mbps ,最大50Mbps,,3～30円/回,50～500円/回（非課税）,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ミニマムスタートプラン（音声通話機能付きSIM）,d-minimum-voice,,,0,0,2,3,1600,,最大375Mbps ,最大50Mbps,通常料金: 20円/30秒<br>ミフォンダイアル利用時: 10円/30秒<br>「ファミリー通話割引」利用時: 16円30秒<br>「みおふぉんダイアル」「ファミリー通話割引」併用時: 8円/30秒,3～30円/回,50～500円/回（非課税）,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ライトスタートプラン（音声通話機能付きSIM）,d-light-voice,d-minimum-voice,,0,0,2,6,2220,,最大375Mbps ,最大50Mbps,通常料金: 20円/30秒<br>ミフォンダイアル利用時: 10円/30秒<br>「ファミリー通話割引」利用時: 16円30秒<br>「みおふぉんダイアル」「ファミリー通話割引」併用時: 8円/30秒,3～30円/回,50～500円/回（非課税）,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプD ファミリーシェアプラン（音声通話機能付きSIM）,d-family-voice,d-minimum-voice,,0,0,10,10,3260,,最大375Mbps ,最大50Mbps,通常料金: 20円/30秒<br>ミフォンダイアル利用時: 10円/30秒<br>「ファミリー通話割引」利用時: 16円30秒<br>「みおふぉんダイアル」「ファミリー通話割引」併用時: 8円/30秒,3～30円/回,50～500円/回（非課税）,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,au,タイプA ミニマムスタートプラン（SMS機能付きSIM）,a-minimum-sms,,,0,2,0,3,900,,最大375Mbps ,最大50Mbps,,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプA ライトスタートプラン（SMS機能付きSIM）,a-light-sms,a-minimum-sms,,0,2,0,6,1520,,最大375Mbps ,最大50Mbps,,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプA ファミリーシェアプラン（SMS機能付きSIM）,a-family-sms,a-minimum-sms,,0,10,0,10,2560,,最大375Mbps ,最大50Mbps,,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプA ミニマムスタートプラン（音声通話機能付きSIM）,a-minimum-voice,,,0,0,2,3,1600,,最大375Mbps ,最大50Mbps,通常料金: 20円/30秒<br>ミフォンダイアル利用時: 10円/30秒<br>「ファミリー通話割引」利用時: 16円30秒<br>「みおふぉんダイアル」「ファミリー通話割引」併用時: 8円/30秒,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプA ライトスタートプラン（音声通話機能付きSIM）,a-light-voice,a-minimum-voice,,0,0,2,6,2220,,最大375Mbps ,最大50Mbps,通常料金: 20円/30秒<br>ミフォンダイアル利用時: 10円/30秒<br>「ファミリー通話割引」利用時: 16円30秒<br>「みおふぉんダイアル」「ファミリー通話割引」併用時: 8円/30秒,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,,,タイプA ファミリーシェアプラン（音声通話機能付きSIM）,a-family-voice,a-minimum-voice,,0,0,10,10,3260,,最大375Mbps ,最大50Mbps,通常料金: 20円/30秒<br>ミフォンダイアル利用時: 10円/30秒<br>「ファミリー通話割引」利用時: 16円30秒<br>「みおふぉんダイアル」「ファミリー通話割引」併用時: 8円/30秒,,,FALSE,パッケージ価格/初期費用|3000,SIMカード1枚につき400円（税抜）/月,,,,,,,TRUE
,excite,docomo,最適料金プラン（データのみ・1枚コース）,optimum-1-data,,,1,0,0,0,0,,,,,,,FALSE,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,最適料金プラン（データのみ・3枚コース）,optimum-3-data,optimum-1-data,,1,0,0,0,0,,,,,,,FALSE,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,最適料金プラン（SMSつき・1枚コース）,optimum-1-sms,optimum-1-data,,0,1,0,0,0,,,,,,,FALSE,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,最適料金プラン（SMSつき・3枚コース）,optimum-3-sms,optimum-1-data,,0,1,0,0,0,,,,,,,FALSE,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,最適料金プラン（音声通話つき・1枚コース）,optimum-1-voice,optimum-1-data,,0,0,1,0,0,,,,,,,FALSE,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,最適料金プラン（音声通話つき・3枚コース）,optimum-3-voice,optimum-1-data,,0,0,1,0,0,,,,,,,FALSE,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン1GB（データのみ・1枚コース）,fixed1-1-data,,,1,0,0,1,670,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン1GB（データのみ・ 3枚コース）,fixed1-3-data,fixed1-1-data,,3,0,0,1,1260,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン2GB（データのみ・1枚コース）,fixed2-1-data,fixed1-1-data,,1,0,0,2,770,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン2GB（データのみ・3枚コース）,fixed2-3-data,fixed1-1-data,,3,0,0,2,1450,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン3GB（データのみ・1枚コース）,fixed3-1-data,fixed1-1-data,,1,0,0,3,900,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン3GB（データのみ・3枚コース）,fixed3-3-data,fixed1-1-data,,3,0,0,3,1680,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン9GB（データのみ・1枚コース）,fixed9-1-data,fixed1-1-data,,1,0,0,9,2250,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン9GB（データのみ・3枚コース）,fixed9-3-data,fixed1-1-data,,3,0,0,9,2460,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン20GB（データのみ・1枚コース）,fixed20-1-data,fixed1-1-data,,1,0,0,20,4750,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン20GB（データのみ・3枚コース）,fixed20-3-data,fixed1-1-data,,3,0,0,20,5180,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン30GB（データのみ・1枚コース）,fixed30-1-data,fixed1-1-data,,1,0,0,30,6980,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン30GB（データのみ・3枚コース）,fixed30-3-data,fixed1-1-data,,3,0,0,30,7480,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン40GB（データのみ・1枚コース）,fixed40-1-data,fixed1-1-data,,1,0,0,40,9980,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン40GB（データのみ・3枚コース）,fixed40-3-data,fixed1-1-data,,3,0,0,40,10280,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン50GB（データのみ・1枚コース）,fixed50-1-data,fixed1-1-data,,1,0,0,50,13800,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン50GB（データのみ・3枚コース）,fixed50-3-data,fixed1-1-data,,3,0,0,50,14180,,,,,,,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン1GB（SMSつき・1枚コース）,fixed1-1-sms,,,0,1,0,1,800,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン1GB（SMSつき・3枚コース）,fixed1-3-sms,fixed1-1-sms,,0,3,0,1,1650,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン2GB（SMSつき・1枚コース）,fixed2-1-sms,fixed1-1-sms,,0,1,0,2,900,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン2GB（SMSつき・3枚コース）,fixed2-3-sms,fixed1-1-sms,,0,3,0,2,1840,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン3GB（SMSつき・1枚コース）,fixed3-1-sms,fixed1-1-sms,,0,1,0,3,1030,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン3GB（SMSつき・3枚コース）,fixed3-3-sms,fixed1-1-sms,,0,3,0,3,2070,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン9GB（SMSつき・1枚コース）,fixed9-1-sms,fixed1-1-sms,,0,1,0,9,2380,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン9GB（SMSつき・3枚コース）,fixed9-3-sms,fixed1-1-sms,,0,3,0,9,2850,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン20GB（SMSつき・1枚コース）,fixed20-1-sms,fixed1-1-sms,,0,1,0,20,4880,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン20GB（SMSつき・3枚コース）,fixed20-3-sms,fixed1-1-sms,,0,3,0,20,5570,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン30GB（SMSつき・1枚コース）,fixed30-1-sms,fixed1-1-sms,,0,1,0,30,7110,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン30GB（SMSつき・3枚コース）,fixed30-3-sms,fixed1-1-sms,,0,3,0,30,7870,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン40GB（SMSつき・1枚コース）,fixed40-1-sms,fixed1-1-sms,,0,1,0,40,10110,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン40GB（SMSつき・3枚コース）,fixed40-3-sms,fixed1-1-sms,,0,3,0,40,10670,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン50GB（SMSつき・1枚コース）,fixed50-1-sms,fixed1-1-sms,,0,1,0,50,13930,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン50GB（SMSつき・3枚コース）,fixed50-3-sms,fixed1-1-sms,,0,3,0,50,14570,,,,,3～30円（税抜）/通,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン1GB（音声通話機能つき・1枚コース）,fixed1-1-voice,,,0,0,1,1,1370,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン1GB（音声通話機能つき・3枚コース）,fixed1-3-voice,fixed1-1-voice,,0,0,3,1,3360,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン2GB（音声通話機能つき・1枚コース）,fixed2-1-voice,fixed1-1-voice,,0,0,1,2,1470,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン2GB（音声通話機能つき・3枚コース）,fixed2-3-voice,fixed1-1-voice,,0,0,3,2,3550,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン3GB（音声通話機能つき・1枚コース）,fixed3-1-voice,fixed1-1-voice,,0,0,1,3,1600,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン3GB（音声通話機能つき・3枚コース）,fixed3-3-voice,fixed1-1-voice,,0,0,3,3,3780,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン9GB（音声通話機能つき・1枚コース）,fixed9-1-voice,fixed1-1-voice,,0,0,1,9,2950,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン9GB（音声通話機能つき・3枚コース）,fixed9-3-voice,fixed1-1-voice,,0,0,3,9,4560,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン20GB（音声通話機能つき・1枚コース）,fixed20-1-voice,fixed1-1-voice,,0,0,1,20,5450,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン20GB（音声通話機能つき・3枚コース）,fixed20-3-voice,fixed1-1-voice,,0,0,3,20,7280,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン30GB（音声通話機能つき・1枚コース）,fixed30-1-voice,fixed1-1-voice,,0,0,1,30,7680,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン30GB（音声通話機能つき・3枚コース）,fixed30-3-voice,fixed1-1-voice,,0,0,3,30,9580,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン40GB（音声通話機能つき・1枚コース）,fixed40-1-voice,fixed1-1-voice,,0,0,1,40,10680,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン40GB（音声通話機能つき・3枚コース）,fixed40-3-voice,fixed1-1-voice,,0,0,3,40,12380,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE
,,,定額プラン50GB（音声通話機能つき・1枚コース）,fixed50-1-voice,fixed1-1-voice,,0,0,1,50,14500,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",,,,,,,,TRUE
,,,定額プラン50GB（音声通話機能つき・3枚コース）,fixed50-3-voice,fixed1-1-voice,,0,0,3,50,16280,,,,20円（税抜）/30秒,,50～500円（非課税）/通,1ヶ月だけ可能,"新規契約手数料|3,000円（税抜）/申込",月額390円（税抜）/枚,,,,,,,TRUE